,Total Land Area (acres),Number of Cows,Product ID,Quantity (liters/kg),Overall Prices,Total Value of products available,Shelf Life (days),Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg),Year of recording data,clusters
265,605.79,38,2,705.44,77.71,54819.7424,40,279,80.91,22573.89,426,10.55,66.62,2019,1
266,419.58,43,3,167.06,26.04,4350.2424,72,62,29.41,1823.42,105,92.45,89.84,2019,0
267,114.54,42,4,564.67,86.36,48764.9012,21,264,86.19,22754.16,300,18.41,57.58,2019,2
268,43.93,15,1,158.72,44.96,7136.0512,24,5,43.09,215.45,153,61.52,171.51,2019,0
269,63.89,83,3,881.33,59.21,52183.5493,31,321,55.31,17754.51,560,71.59,23.89,2019,2
270,856.56,60,1,685.59,61.66,42273.4794,2,121,57.6,6969.6,564,34.07,143.13,2019,2
271,286.73,12,3,442.02,84.63,37408.1526,66,438,86.46,37869.48,4,16.42,85.23,2019,2
272,481.04,100,5,673.03,18.56,12491.4368,25,643,20.27,13033.61,30,27.12,67.53,2019,0
273,863.7,46,7,365.99,27.73,10148.9027,14,181,30.55,5529.55,184,32.88,117.33,2019,0
274,368.44,76,8,201.3,54.36,10942.668,12,122,58.18,7097.96,79,93.67,102.75,2019,0
275,803.26,52,8,105.47,95.8,10104.026,7,85,92.5,7862.5,20,44.64,55.96,2019,0
276,265.08,84,2,332.23,30.78,10226.0394,40,328,27.15,8905.2,4,72.73,175.3,2019,0
277,281.71,86,3,752.32,11.21,8433.5072,61,310,8.43,2613.3,442,51.26,77.38,2019,0
278,766.14,14,6,914.54,24.08,22022.1232,6,269,24.36,6552.84,645,95.88,103.3,2019,0
279,547.54,44,1,300.78,38.26,11507.8428,2,122,39.68,4840.96,178,53.47,148.65,2019,0
280,628.74,31,4,57.09,12.34,704.4906,21,56,11.02,617.12,1,53.15,155.0,2019,0
281,523.05,84,4,98.1,38.66,3792.546,30,79,39.15,3092.85,19,47.47,28.35,2019,0
282,861.77,41,4,917.28,58.51,53670.0528,30,6,61.17,367.02,911,89.64,46.65,2019,2
283,660.05,43,2,958.71,83.56,80109.8076,39,575,79.14,45505.5,383,29.2,106.53,2019,1
284,508.28,47,10,834.0,95.16,79363.44,67,356,95.7,34069.2,478,90.16,147.48,2019,1
285,22.37,41,9,47.86,29.78,1425.2708,11,16,27.46,439.36,31,66.25,31.16,2019,0
286,645.66,77,7,326.85,74.26,24271.881,13,310,79.11,24524.1,16,90.97,59.27,2019,2
287,325.06,23,1,791.02,96.75,76531.185,26,762,94.7,72161.4,29,12.29,184.83,2019,1
288,881.26,22,6,330.01,51.29,16926.2129,7,57,50.99,2906.43,273,89.41,80.31,2019,0
289,889.62,86,7,12.85,40.98,526.593,16,7,43.31,303.17,5,32.89,163.33,2019,0
290,53.82,71,8,413.52,58.21,24070.9992,11,145,60.91,8831.95,268,15.48,112.55,2019,0
291,400.38,68,10,987.34,56.3,55587.242,76,856,56.5,48364.0,131,79.38,84.51,2019,1
292,31.75,56,4,342.49,25.44,8712.9456,30,101,27.02,2729.02,241,79.76,22.98,2019,0
293,737.01,22,6,617.72,40.69,25135.0268,5,190,45.02,8553.8,427,21.39,150.0,2019,2
294,128.66,88,2,933.8,73.16,68316.808,26,380,75.85,28823.0,553,95.54,170.56,2019,1
295,143.57,33,4,951.95,53.98,51386.261,23,27,54.62,1474.74,924,47.07,35.01,2019,2
296,703.93,27,4,205.61,80.95,16644.1295,24,163,78.26,12756.38,42,97.51,189.32,2019,0
297,696.58,17,5,812.02,35.43,28769.8686,27,36,37.36,1344.96,776,60.19,87.08,2019,2
298,589.9,18,10,959.51,24.14,23162.5714,139,176,27.26,4797.76,783,77.48,28.11,2019,0
299,734.1,54,10,243.39,65.45,15929.8755,95,152,60.82,9244.64,91,82.89,135.17,2019,0
300,917.92,40,9,655.82,20.67,13555.7994,9,572,20.35,11640.2,83,61.5,198.56,2019,0
301,444.16,92,6,498.79,30.17,15048.4943,7,149,29.07,4331.43,349,89.35,143.68,2019,0
302,710.29,18,8,396.9,11.99,4758.831,8,265,15.98,4234.7,131,11.83,155.47,2019,0
303,150.44,88,8,642.65,93.66,60190.599,12,518,91.36,47324.48,124,98.01,115.41,2019,1
304,250.44,84,10,220.73,32.27,7122.9571,142,126,31.0,3906.0,94,59.37,49.95,2019,0
305,458.6,44,4,166.44,90.03,14984.5932,22,47,91.6,4305.2,119,90.54,133.29,2019,0
306,986.3,63,2,941.2,42.4,39906.88,40,377,39.13,14752.01,564,26.86,155.47,2019,2
307,118.26,73,8,643.78,37.37,24058.0586,12,611,38.06,23254.66,32,32.69,95.19,2019,2
308,826.11,68,5,501.95,66.62,33439.909,28,384,69.73,26776.32,117,48.28,197.38,2019,2
309,580.82,51,1,380.68,37.25,14180.33,24,142,39.56,5617.52,238,47.13,187.85,2019,0
310,115.44,30,8,833.77,94.17,78516.1209,11,514,91.69,47128.66,319,19.0,140.61,2019,1
311,618.26,23,5,630.45,36.58,23061.861,29,230,36.82,8468.6,400,15.5,80.14,2019,0
312,456.13,74,6,8.74,54.38,475.2812,7,1,58.56,58.56,7,18.22,92.22,2019,0
313,303.26,71,9,565.32,10.11,5715.3852,13,536,5.61,3006.96,29,17.61,32.98,2019,0
314,884.92,45,10,75.67,28.05,2122.5435,130,38,32.46,1233.48,37,15.09,146.4,2019,0
315,602.52,59,8,15.84,63.12,999.8208,14,8,66.1,528.8,7,34.57,54.07,2019,0
316,833.13,29,7,741.27,87.54,64890.7758,12,49,85.17,4173.33,692,61.27,43.16,2019,2
317,111.7,17,8,347.25,10.5,3646.125,13,7,11.57,80.99,340,73.37,174.36,2019,0
318,298.27,89,8,861.72,89.29,76942.9788,11,546,92.85,50696.1,315,87.12,132.17,2019,1
319,40.37,44,8,612.49,70.02,42886.5498,7,461,66.57,30688.77,151,26.91,69.07,2019,2
320,167.17,73,8,12.34,22.44,276.9096,12,4,25.46,101.84,8,74.48,36.14,2019,0
321,835.74,97,2,952.72,81.84,77970.6048,39,786,84.13,66126.18,166,48.97,182.15,2019,1
322,164.72,76,6,701.45,32.97,23126.8065,5,133,36.07,4797.31,568,87.96,95.8,2019,0
323,369.14,32,4,666.96,51.72,34495.1712,29,242,49.39,11952.38,424,45.4,72.73,2019,2
324,919.63,13,2,497.43,81.02,40301.7786,40,175,76.45,13378.75,322,60.78,29.55,2019,2
325,98.03,49,2,173.07,31.15,5391.1305,39,58,33.53,1944.74,115,97.31,144.26,2019,0
326,539.14,13,10,334.56,98.39,32917.3584,117,161,102.43,16491.23,173,61.69,91.28,2019,2
327,805.76,25,8,293.75,82.06,24105.125,9,225,81.59,18357.75,68,49.4,76.53,2019,2
328,642.6,50,3,591.77,99.68,58987.6336,60,376,94.92,35689.92,215,37.66,107.19,2019,1
329,578.36,34,5,802.15,41.41,33217.0315,23,79,40.25,3179.75,723,14.85,97.47,2019,2
330,774.54,19,9,582.41,12.44,7245.1804,7,46,9.06,416.76,536,27.5,185.48,2019,0
331,683.46,53,10,423.59,11.53,4883.9927,150,118,15.52,1831.36,305,52.32,122.58,2019,0
332,503.63,43,8,369.0,48.3,17822.7,7,278,50.95,14164.1,91,25.75,187.32,2019,0
333,808.4,96,9,575.93,29.7,17105.121,8,24,31.11,746.64,551,66.68,115.41,2019,0
334,526.75,83,4,718.41,55.5,39871.755,24,615,53.94,33173.1,103,34.91,192.67,2019,2
335,35.59,11,3,382.66,42.86,16400.8076,79,41,44.75,1834.75,341,43.75,43.95,2019,0
336,291.8,84,2,223.99,17.79,3984.7821,39,213,14.91,3175.83,10,40.49,149.75,2019,0
337,990.54,88,8,992.99,97.21,96528.5579,12,129,101.42,13083.18,863,17.68,53.15,2019,1
338,774.13,58,4,896.79,19.24,17254.2396,29,1,19.66,19.66,895,38.93,189.57,2019,0
339,956.91,97,10,377.14,99.13,37385.8882,135,172,100.39,17267.08,205,73.98,121.86,2019,2
340,871.51,87,1,477.52,93.75,44767.5,2,293,97.48,28561.64,184,25.54,121.85,2019,2
341,262.79,64,1,333.06,42.94,14301.5964,24,202,44.69,9027.38,131,56.32,40.94,2019,0
342,417.91,26,2,281.3,11.45,3220.885,31,135,16.23,2191.05,146,65.01,22.34,2019,0
343,223.41,33,10,653.97,54.99,35961.8103,70,188,51.14,9614.32,465,40.82,128.29,2019,2
344,627.32,43,10,103.7,41.02,4253.774,139,12,39.04,468.48,91,19.95,197.72,2019,0
345,602.79,32,5,825.64,21.8,17998.952,23,662,22.52,14908.24,163,77.48,113.55,2019,0
346,482.05,25,6,361.34,67.73,24473.5582,6,346,70.03,24230.38,15,96.91,90.58,2019,2
347,994.67,43,7,489.0,17.38,8498.82,16,240,16.66,3998.4,249,61.85,187.32,2019,0
348,613.54,47,9,549.06,55.63,30544.2078,13,502,52.04,26124.08,47,12.31,41.76,2019,2
349,520.12,84,8,948.2,19.85,18821.77,8,70,18.86,1320.2,878,83.47,35.31,2019,0
350,707.41,100,1,369.22,50.52,18652.9944,28,63,52.03,3277.89,306,38.74,196.02,2019,0
351,511.61,34,7,170.46,86.19,14691.9474,15,151,90.16,13614.16,19,30.13,94.8,2019,0
352,577.14,13,9,571.67,22.63,12936.8921,8,401,25.34,10161.34,170,35.0,52.19,2019,0
353,487.03,79,5,183.92,97.82,17991.0544,24,166,100.68,16712.88,17,75.09,172.96,2019,0
354,63.59,60,10,611.57,39.59,24212.0563,114,95,43.79,4160.05,516,45.01,95.89,2019,0
355,221.51,21,10,768.5,16.24,12480.44,70,652,12.22,7967.44,116,22.65,169.41,2019,0
356,629.1,41,10,829.32,38.34,31796.1288,145,492,35.19,17313.48,337,23.88,117.16,2019,2
357,235.2,55,5,677.43,23.34,15811.2162,22,206,24.27,4999.62,471,69.18,123.46,2019,0
358,496.25,35,6,136.06,21.14,2876.3084,5,121,17.35,2099.35,15,86.5,32.29,2019,0
359,664.99,66,2,764.41,68.75,52553.1875,27,398,68.41,27227.18,366,29.93,120.0,2019,1
360,17.17,41,10,866.72,68.81,59639.0032,129,504,70.12,35340.48,362,66.86,145.32,2019,1
361,635.72,85,3,89.44,25.37,2269.0928,29,79,24.31,1920.49,10,96.18,20.12,2019,0
362,292.08,68,8,60.17,16.79,1010.2543,7,10,19.07,190.7,50,73.95,82.7,2019,0
363,739.45,74,9,918.58,50.95,46801.651,13,873,47.22,41223.06,45,93.71,115.38,2019,1
364,360.64,40,8,664.89,78.11,51934.5579,11,516,77.94,40217.04,148,32.95,134.9,2019,1
365,55.96,78,10,665.03,92.88,61767.9864,113,60,93.87,5632.2,605,32.73,35.64,2019,2
366,467.65,99,3,782.5,20.43,15986.475,85,718,23.63,16966.34,64,75.13,155.11,2019,0
367,93.88,93,7,123.8,14.2,1757.96,13,39,10.83,422.37,84,45.41,156.87,2019,0
368,980.59,49,7,91.12,95.47,8699.2264,15,46,95.57,4396.22,45,21.37,131.8,2019,0
369,896.48,43,8,168.97,32.44,5481.3868,13,97,34.3,3327.1,71,77.82,40.35,2019,0
370,204.91,59,6,228.75,53.85,12318.1875,7,81,49.62,4019.22,147,65.23,121.92,2019,0
371,498.05,15,8,78.15,57.07,4460.0205,9,71,53.08,3768.68,7,81.17,150.64,2019,0
372,111.43,76,9,614.13,32.9,20204.877,13,153,32.96,5042.88,461,33.1,173.23,2019,0
373,60.55,19,9,106.97,29.08,3110.6876,8,97,31.68,3072.96,9,91.84,23.64,2019,0
374,910.82,56,1,892.02,16.89,15066.2178,1,367,18.43,6763.81,525,82.21,198.54,2019,0
375,135.67,64,6,389.62,48.36,18842.0232,5,277,48.99,13570.23,112,11.63,21.16,2019,0
376,228.08,71,10,697.01,87.06,60681.6906,149,312,87.34,27250.08,385,95.46,32.82,2019,1
377,875.39,52,10,159.57,62.26,9934.8282,70,32,62.55,2001.6,127,14.82,181.62,2019,0
378,966.32,79,4,357.6,68.17,24377.592,27,9,65.87,592.83,348,82.26,113.24,2019,0
379,908.45,73,3,103.28,13.07,1349.8696,25,51,16.27,829.77,52,46.47,173.77,2019,0
380,685.26,44,9,574.02,21.7,12456.234,13,335,16.95,5678.25,239,60.73,105.84,2019,0
381,912.81,17,5,680.06,49.82,33880.5892,29,82,48.67,3990.94,598,94.98,119.06,2019,2
382,891.39,13,4,791.59,87.07,68923.7413,27,377,84.62,31901.74,414,80.02,85.8,2019,1
383,814.81,69,5,477.87,60.48,28901.5776,24,32,62.22,1991.04,445,72.89,120.69,2019,2
384,492.14,32,4,201.93,59.11,11936.0823,26,66,64.04,4226.64,135,71.56,111.79,2019,0
385,865.66,100,6,63.26,38.64,2444.3664,5,3,43.26,129.78,60,37.78,20.38,2019,0
386,703.33,18,10,554.64,38.08,21120.6912,128,216,39.84,8605.44,338,67.07,75.98,2019,0
387,435.79,34,2,674.52,19.57,13200.3564,36,360,15.82,5695.2,314,80.73,198.66,2019,0
388,497.02,29,2,322.24,70.89,22843.5936,37,297,70.34,20890.98,25,31.68,166.36,2019,2
389,695.46,64,7,773.3,33.95,26253.535,16,15,38.75,581.25,758,54.32,34.36,2019,0
390,79.5,56,3,738.32,53.06,39175.2592,26,371,49.54,18379.34,367,64.14,55.45,2019,2
391,187.34,89,6,651.08,34.65,22559.922,7,430,38.57,16585.1,221,72.04,155.81,2019,2
392,197.58,65,4,332.87,97.87,32577.9869,22,95,101.56,9648.2,237,75.91,59.2,2019,2
393,14.99,58,1,475.09,98.87,46972.1483,29,272,102.79,27958.88,203,50.18,21.39,2019,2
394,739.52,94,2,987.09,44.55,43974.8595,25,153,45.31,6932.43,834,15.77,35.93,2019,2
395,318.93,10,5,212.88,64.9,13815.912,28,175,68.14,11924.5,37,98.26,178.61,2019,0
396,537.54,98,1,618.02,63.42,39194.8284,29,605,59.26,35852.3,13,16.88,76.01,2019,2
397,182.47,17,9,725.54,31.07,22542.5278,7,214,28.09,6011.26,511,62.99,34.56,2019,0
398,986.48,98,1,498.82,34.81,17363.9242,1,426,39.01,16618.26,72,52.27,73.81,2019,0
399,365.0,81,6,410.02,79.72,32686.7944,5,357,76.1,27167.7,53,52.94,138.31,2019,2
400,700.37,91,7,444.39,38.61,17157.8979,12,194,35.2,6828.8,250,50.58,44.91,2019,0
401,738.31,39,5,201.39,65.09,13108.4751,25,20,60.37,1207.4,181,39.71,160.96,2019,0
402,466.28,67,7,397.18,13.14,5218.9452,17,206,13.87,2857.22,191,27.72,137.19,2019,0
403,665.21,76,1,848.84,43.12,36601.9808,24,51,45.86,2338.86,797,77.69,132.03,2019,2
404,449.77,62,5,611.6,68.0,41588.8,30,348,69.01,24015.48,263,14.31,139.86,2019,2
405,683.67,58,4,299.28,34.4,10295.232,29,277,31.0,8587.0,22,16.92,120.15,2019,0
406,839.37,62,4,125.36,54.81,6870.9816,24,55,58.57,3221.35,70,26.13,192.17,2019,0
407,768.23,33,2,310.5,94.59,29370.195,28,233,92.99,21666.67,77,30.17,50.43,2019,2
408,726.02,42,9,540.25,85.75,46326.4375,7,260,83.11,21608.6,280,30.32,56.53,2019,2
409,508.45,81,3,70.39,22.42,1578.1438,78,31,20.03,620.93,39,12.16,30.18,2019,0
410,122.64,90,7,871.65,12.01,10468.5165,18,509,16.18,8235.62,362,53.0,30.87,2019,0
411,793.24,81,7,561.44,69.38,38952.7072,16,166,74.2,12317.2,395,18.26,159.73,2019,2
412,947.36,58,6,79.36,70.96,5631.3856,5,20,69.12,1382.4,59,95.02,71.66,2019,0
413,843.07,77,5,945.02,10.76,10168.4152,30,122,13.38,1632.36,823,72.03,68.1,2019,0
414,524.89,73,1,306.73,65.95,20228.8435,1,244,68.75,16775.0,62,87.11,93.02,2019,0
415,215.03,13,6,833.11,47.41,39497.7451,7,622,46.45,28891.9,211,59.28,181.47,2019,2
416,301.41,23,9,276.05,27.98,7723.879,9,119,25.57,3042.83,157,60.71,152.03,2019,0
417,515.99,82,6,699.69,71.6,50097.804,6,472,71.09,33554.48,227,26.23,137.34,2019,1
418,150.78,27,7,690.41,34.21,23618.9261,16,69,36.26,2501.94,621,84.84,56.46,2019,0
419,282.52,12,7,741.04,74.75,55392.74,15,366,74.15,27138.9,375,61.86,116.73,2019,1
420,357.32,77,7,401.44,28.82,11569.5008,15,94,30.21,2839.74,307,59.2,165.16,2019,0
421,477.65,100,4,423.6,35.42,15003.912,24,355,34.38,12204.9,68,66.75,135.5,2019,0
422,210.89,59,10,918.94,47.46,43612.8924,98,345,44.01,15183.45,573,98.71,78.95,2019,2
423,469.7,53,6,792.65,97.52,77299.228,7,438,93.58,40988.04,354,69.31,70.56,2019,1
424,940.94,14,4,259.35,61.36,15913.716,21,57,65.56,3736.92,202,88.4,74.82,2019,0
425,647.78,15,9,90.99,56.51,5141.8449,11,16,52.01,832.16,74,35.69,114.74,2019,0
426,90.12,21,6,607.19,13.13,7972.4047,6,522,12.28,6410.16,85,62.43,85.3,2019,0
427,592.36,74,9,960.56,41.89,40237.8584,13,40,37.98,1519.2,920,41.41,176.53,2019,2
428,553.4,34,1,111.75,48.24,5390.82,2,35,45.82,1603.7,76,69.69,69.96,2019,0
429,855.86,31,10,530.11,15.68,8312.1248,63,463,15.71,7273.73,67,60.96,46.64,2019,0
430,730.84,46,10,685.27,24.45,16754.8515,93,572,21.67,12395.24,113,98.99,176.13,2019,0
431,883.63,80,2,817.4,93.07,76075.418,26,350,94.86,33201.0,467,89.0,151.45,2019,1
432,408.9,71,8,129.45,65.45,8472.5025,14,48,66.03,3169.44,81,85.73,68.18,2019,0
433,837.07,12,2,89.02,76.79,6835.8458,37,19,79.49,1510.31,70,98.97,54.9,2019,0
434,449.82,88,7,470.14,15.58,7324.7812,12,201,16.3,3276.3,269,11.87,74.41,2019,0
435,719.32,66,9,21.51,75.75,1629.3825,7,14,78.9,1104.6,7,15.97,121.81,2019,0
436,983.45,59,10,267.71,22.93,6138.5903,98,230,27.59,6345.7,37,40.72,100.8,2019,0
437,525.26,72,7,300.02,22.5,6750.45,13,210,26.11,5483.1,90,84.19,194.4,2019,0
438,915.01,42,3,732.5,66.21,48498.825,46,635,61.7,39179.5,97,87.15,31.39,2019,1
439,312.8,19,6,694.77,35.0,24316.95,7,570,34.45,19636.5,124,79.81,61.12,2019,2
440,637.77,10,4,497.86,10.62,5287.2732,22,491,7.89,3873.99,6,22.64,23.27,2019,0
441,372.28,50,3,845.41,47.2,39903.352,65,371,49.08,18208.68,474,32.81,64.24,2019,2
442,99.19,94,9,471.71,47.05,22193.9555,9,425,49.06,20850.5,46,83.33,150.95,2019,2
443,575.8,90,10,598.08,42.34,25322.7072,121,38,44.33,1684.54,560,20.22,149.38,2019,0
444,72.48,33,1,165.32,25.61,4233.8452,2,157,26.48,4157.36,8,11.63,21.99,2019,0
445,277.1,72,8,907.58,73.12,66362.2496,8,85,70.27,5972.95,822,71.21,159.89,2019,2
446,96.93,96,5,463.44,88.15,40852.236,23,366,86.4,31622.4,97,86.38,150.01,2019,2
447,538.58,76,2,509.7,50.87,25928.439,30,74,48.99,3625.26,435,41.44,92.42,2019,0
448,832.1,59,3,71.44,22.7,1621.688,87,39,24.1,939.9,32,94.95,109.13,2019,0
449,655.96,67,5,475.07,26.14,12418.3298,23,218,28.05,6114.9,257,63.98,115.99,2019,0
450,34.26,56,1,107.91,41.4,4467.474,27,16,36.59,585.44,91,46.87,132.85,2019,0
451,364.65,11,7,901.52,33.38,30092.7376,13,536,37.54,20121.44,365,39.18,41.44,2019,2
452,756.06,45,8,848.45,46.9,39792.305,11,284,50.7,14398.8,564,25.06,39.23,2019,2
453,647.61,76,8,88.29,18.06,1594.5174,12,3,18.56,55.68,85,95.12,36.0,2019,0
454,79.14,29,10,69.32,46.44,3219.2208,108,35,44.14,1544.9,34,44.62,62.63,2019,0
455,521.82,82,8,394.68,85.32,33674.0976,12,104,81.24,8448.96,290,68.67,94.0,2019,2
456,376.43,82,7,55.25,77.43,4278.0075,16,31,73.7,2284.7,24,46.11,82.97,2019,0
457,42.0,31,5,337.04,12.37,4169.1848,24,205,11.42,2341.1,132,40.98,139.86,2019,0
458,993.92,87,4,767.42,34.57,26529.7094,26,552,33.07,18254.64,215,41.46,129.33,2019,2
459,778.91,98,6,931.22,47.94,44642.6868,6,820,45.18,37047.6,111,32.48,170.14,2019,1
460,750.33,89,6,725.99,14.12,10250.9788,6,356,12.58,4478.48,369,90.91,73.34,2019,0
461,220.34,13,9,570.15,16.26,9270.639,13,487,16.61,8089.07,83,14.71,89.39,2019,0
462,570.18,55,5,338.48,52.66,17824.3568,30,335,50.8,17018.0,3,23.24,47.46,2019,0
463,825.74,92,3,539.08,14.85,8005.338,64,387,12.54,4852.98,152,23.89,196.69,2019,0
464,33.42,19,3,265.11,62.01,16439.4711,48,23,65.87,1515.01,242,36.44,89.1,2019,0
465,913.95,41,3,624.35,57.63,35981.2905,28,343,59.72,20483.96,281,86.91,146.18,2019,2
466,188.37,33,1,916.55,93.72,85899.066,26,71,88.96,6316.16,845,91.0,144.06,2019,1
467,916.26,52,3,964.92,37.08,35779.2336,45,872,41.32,36031.04,92,52.43,157.56,2019,2
468,908.0,89,3,823.36,26.52,21835.5072,72,601,28.92,17380.92,222,74.5,57.68,2019,2
469,840.63,84,10,999.82,70.39,70377.3298,67,328,72.53,23789.84,671,63.4,124.95,2019,1
470,235.07,48,2,62.63,40.31,2524.6153,27,5,43.88,219.4,57,21.06,54.67,2019,0
471,835.48,29,6,836.96,14.98,12537.6608,5,80,17.36,1388.8,756,17.28,124.65,2019,0
472,570.3,73,8,749.32,38.62,28938.7384,7,552,33.72,18613.44,197,81.3,27.87,2019,2
473,272.09,35,7,396.73,48.32,19169.9936,16,340,51.48,17503.2,56,78.79,95.43,2019,0
474,104.08,25,4,564.68,89.28,50414.6304,26,428,91.11,38995.08,136,65.67,197.39,2019,1
475,18.85,29,7,150.65,28.0,4218.2,14,2,31.75,63.5,148,63.96,169.48,2019,0
476,111.31,77,10,486.19,12.13,5897.4847,82,224,13.31,2981.44,262,20.54,193.57,2019,0
477,673.9,95,10,327.49,91.05,29817.9645,71,226,86.66,19585.16,101,96.27,153.59,2019,2
478,538.75,77,6,641.52,30.72,19707.4944,6,311,27.78,8639.58,330,72.87,155.6,2019,0
479,617.58,94,1,907.81,20.1,18246.981,1,676,17.84,12059.84,231,77.36,146.2,2019,0
480,24.58,77,10,322.23,38.23,12318.8529,79,86,42.22,3630.92,236,73.63,65.66,2019,0
481,22.19,67,8,784.25,49.83,39079.1775,8,558,51.75,28876.5,226,40.01,87.42,2019,2
482,189.49,63,9,544.0,69.49,37802.56,12,426,67.93,28938.18,118,31.94,173.21,2019,2
483,529.28,13,9,487.52,62.35,30396.872,7,297,66.67,19800.99,190,82.44,110.18,2019,2
484,439.55,53,4,869.7,25.42,22107.774,26,495,22.22,10998.9,374,76.99,103.54,2019,0
485,171.0,58,8,932.07,70.63,65832.1041,8,683,72.21,49319.43,249,83.15,103.23,2019,1
486,837.02,47,4,323.81,39.22,12699.8282,21,298,39.52,11776.96,25,94.79,82.19,2019,0
487,67.95,73,7,344.29,62.25,21432.0525,18,3,66.53,199.59,341,39.6,171.96,2019,0
488,909.99,66,6,31.77,83.09,2639.7693,7,13,82.07,1066.91,18,59.14,166.98,2019,0
489,877.0,16,9,9.22,15.35,141.527,13,4,15.62,62.48,5,70.88,54.03,2019,0
490,961.98,38,6,187.05,53.21,9952.9305,5,11,50.99,560.89,176,63.12,92.03,2019,0
491,365.61,43,8,712.46,91.75,65368.205,7,649,89.45,58053.05,63,25.21,37.95,2019,1
492,804.26,50,2,502.18,49.58,24898.0844,38,36,51.33,1847.88,466,45.49,148.01,2019,0
493,257.18,55,3,829.53,40.81,33853.1193,86,779,44.37,34564.23,50,23.88,46.98,2019,2
494,869.53,29,7,745.63,67.74,50508.9762,12,388,72.7,28207.6,357,85.4,174.38,2019,1
495,257.09,46,9,49.81,37.66,1875.8446,14,20,42.02,840.4,29,68.13,38.42,2019,0
496,648.44,57,4,401.3,33.85,13584.005,25,238,29.32,6978.16,163,68.12,54.6,2019,0
497,861.07,56,2,298.17,59.46,17729.1882,26,112,55.0,6160.0,186,74.4,57.54,2019,0
498,618.77,26,8,892.25,33.18,29604.855,8,230,31.06,7143.8,662,79.27,185.2,2019,2
499,242.35,68,9,351.37,60.98,21426.5426,14,97,63.06,6116.82,254,11.67,40.81,2019,0
500,631.9,16,2,452.38,88.27,39931.5826,37,350,85.67,29984.5,102,12.48,66.86,2019,2
501,692.36,80,3,326.65,43.21,14114.5465,70,20,45.65,913.0,306,77.12,98.19,2019,0
502,226.8,22,3,686.96,12.28,8435.8688,80,223,11.52,2568.96,463,35.56,192.73,2019,0
503,654.5,38,6,212.54,68.07,14467.5978,7,91,69.98,6368.18,121,16.61,47.61,2019,0
504,399.5,21,3,476.2,68.02,32391.124,28,117,69.98,8187.66,359,39.92,97.28,2019,2
505,659.41,48,9,23.02,38.67,890.1834,7,14,41.24,577.36,9,64.09,97.33,2019,0
506,411.18,76,1,62.47,94.83,5924.0301,1,48,90.06,4322.88,14,60.09,140.31,2019,0
507,859.22,51,6,662.72,83.43,55290.7296,5,19,82.93,1575.67,643,48.24,101.84,2019,2
508,190.86,30,6,20.58,54.69,1125.5202,5,7,57.01,399.07,13,86.9,106.77,2019,0
509,861.5,22,5,701.46,98.78,69290.2188,27,596,98.09,58461.64,105,72.67,115.89,2019,1
510,294.16,29,7,186.32,61.19,11400.9208,14,134,63.97,8571.98,52,56.58,148.39,2019,0
511,529.91,74,4,545.66,31.03,16931.8298,28,541,26.29,14222.89,4,25.04,159.86,2019,0
512,837.22,75,10,486.41,33.02,16061.2582,88,306,36.06,11034.36,180,86.57,105.08,2019,0
513,994.13,16,2,547.47,52.38,28676.4786,36,338,47.68,16115.84,209,72.79,141.72,2019,2
514,704.31,73,9,801.88,25.4,20367.752,10,724,24.42,17680.08,77,59.98,131.05,2019,0
515,515.04,87,4,875.97,49.79,43614.5463,22,713,47.52,33881.76,162,53.72,126.61,2019,2
516,760.89,93,6,988.81,55.82,55195.3742,6,190,54.04,10267.6,798,17.42,93.99,2019,2
517,787.87,57,6,298.76,41.38,12362.6888,6,216,43.11,9311.76,82,30.78,95.37,2019,0
518,708.94,93,7,136.03,73.06,9938.3518,18,25,74.06,1851.5,111,56.0,112.48,2019,0
519,614.12,46,2,726.76,36.68,26657.5568,37,304,32.36,9837.44,422,59.57,156.3,2019,2
520,774.19,13,10,327.95,55.03,18047.0885,63,129,54.14,6984.06,198,55.16,38.83,2019,0
521,86.92,62,2,804.77,11.6,9335.332,38,130,16.54,2150.2,674,30.62,77.18,2019,0
522,194.4,15,7,300.05,99.3,29794.965,14,286,104.06,29761.16,14,72.11,68.63,2019,2
523,96.52,65,8,435.81,71.84,31308.5904,9,179,74.98,13421.42,256,43.9,132.77,2019,2
524,111.95,34,4,359.84,29.57,10640.4688,30,334,33.43,11165.62,25,23.99,45.05,2019,0
525,115.97,43,2,703.18,49.97,35137.9046,40,690,47.93,33071.7,13,27.4,100.23,2019,2
526,248.51,14,4,94.77,73.42,6958.0134,23,63,77.4,4876.2,31,87.51,137.43,2019,0
527,351.15,10,7,847.7,37.0,31364.9,14,326,38.45,12534.7,521,10.9,80.42,2019,2
528,987.13,13,1,22.45,74.82,1679.709,2,11,71.51,786.61,11,59.8,42.65,2019,0
529,209.76,10,7,456.81,81.7,37321.377,13,117,79.79,9335.43,339,58.28,35.9,2019,2
530,530.25,82,5,841.8,18.29,15396.522,28,816,23.06,18816.96,25,86.71,96.05,2019,0
531,97.71,19,9,178.05,42.27,7526.1735,8,124,37.8,4687.2,54,12.28,189.54,2019,0
532,654.5,35,7,949.77,72.71,69057.7767,18,647,73.18,47347.46,302,46.35,57.75,2019,1
